 
                    =================


  WATER DEPTH= -120.000    WAVE AMPLITUDE=  0.50
  WAVE NUMBER=  1.50000  K0=  1.50000  WAVE LENGTH=   4.1888
  ANGULAR FREQU.=  3.83543   WAVE PERIOD=  1.638
  WAVE DIRECTION:  0.000  Degree

    INODE      XP       YP       ZP       S_ANGLE
  263      1.000000      0.000000     -0.375000      0.726024      0.726629
  264      1.000000      0.000000     -0.500000      0.601862      0.602396
  265      1.000000      0.125000     -0.500000      0.601861      0.602396
  266      1.000000     -0.250000     -0.375000      0.726027      0.726629
  267      1.000000     -0.250000     -0.500000      0.601862      0.602396
  268      1.000000     -0.125000     -0.500000      0.601861      0.602396
  269      1.000000     -0.500000     -0.375000      0.726029      0.726629
  270      1.000000     -0.500000     -0.500000      0.601858      0.602396
  271      1.000000     -0.375000     -0.500000      0.601860      0.602396
  272      1.000000     -0.750000     -0.375000      0.726014      0.726629
  273      1.000000     -0.750000     -0.500000      0.601841      0.602396
  274      1.000000     -0.625000     -0.500000      0.601851      0.602396
  275      1.000000     -1.000000     -0.375000      0.725999      0.726629
  276      1.000000     -1.000000     -0.500000      0.601833      0.602396
  277      1.000000     -0.875000     -0.500000      0.601660      0.602396
  278      1.000000      0.750000     -0.625000      0.498887      0.499404
  279      1.000000      0.750000     -0.750000      0.413528      0.414021
  280      1.000000      0.875000     -0.750000      0.413396      0.414021
  281      1.000000      1.000000     -0.750000      0.413528      0.414021
  282      1.000000      1.000000     -0.625000      0.498886      0.499404
  283      1.000000      0.500000     -0.625000      0.498909      0.499404
  284      1.000000      0.500000     -0.750000      0.413554      0.414021
  285      1.000000      0.625000     -0.750000      0.413541      0.414021
  286      1.000000      0.250000     -0.625000      0.498917      0.499404
  287      1.000000      0.250000     -0.750000      0.413564      0.414021
  288      1.000000      0.375000     -0.750000      0.413559      0.414021
  289      1.000000      0.000000     -0.625000      0.498918      0.499404
  290      1.000000      0.000000     -0.750000      0.413567      0.414021
  291      1.000000      0.125000     -0.750000      0.413564      0.414021
  292      1.000000     -0.250000     -0.625000      0.498917      0.499404
  293      1.000000     -0.250000     -0.750000      0.413564      0.414021
  294      1.000000     -0.125000     -0.750000      0.413564      0.414021
  295      1.000000     -0.500000     -0.625000      0.498909      0.499404
  296      1.000000     -0.500000     -0.750000      0.413554      0.414021
  297      1.000000     -0.375000     -0.750000      0.413559      0.414021
  298      1.000000     -0.750000     -0.625000      0.498887      0.499404
  299      1.000000     -0.750000     -0.750000      0.413528      0.414021
  300      1.000000     -0.625000     -0.750000      0.413541      0.414021
  301      1.000000     -1.000000     -0.625000      0.498886      0.499404
  302      1.000000     -1.000000     -0.750000      0.413528      0.414021
  303      1.000000     -0.875000     -0.750000      0.413396      0.414021
  304      1.000000      0.750000     -0.875000      0.342671      0.343235
  305      1.000000      0.750000     -1.000000      0.284102      0.284552
  306      1.000000      0.875000     -1.000000      0.284001      0.284552
  307      1.000000      1.000000     -1.000000      0.284127      0.284552
  308      1.000000      1.000000     -0.875000      0.342672      0.343235
  309      1.000000      0.500000     -0.875000      0.342706      0.343235
  310      1.000000      0.500000     -1.000000      0.284131      0.284552
  311      1.000000      0.625000     -1.000000      0.284125      0.284552
  312      1.000000      0.250000     -0.875000      0.342718      0.343235
  313      1.000000      0.250000     -1.000000      0.284142      0.284552
  314      1.000000      0.375000     -1.000000      0.284143      0.284552
  315      1.000000      0.000000     -0.875000      0.342721      0.343235
  316      1.000000      0.000000     -1.000000      0.284145      0.284552
  317      1.000000      0.125000     -1.000000      0.284149      0.284552
  318      1.000000     -0.250000     -0.875000      0.342718      0.343235
  319      1.000000     -0.250000     -1.000000      0.284142      0.284552
  320      1.000000     -0.125000     -1.000000      0.284149      0.284552
  321      1.000000     -0.500000     -0.875000      0.342706      0.343235
  322      1.000000     -0.500000     -1.000000      0.284131      0.284552
  323      1.000000     -0.375000     -1.000000      0.284143      0.284552
  324      1.000000     -0.750000     -0.875000      0.342671      0.343235
  325      1.000000     -0.750000     -1.000000      0.284102      0.284552
  326      1.000000     -0.625000     -1.000000      0.284125      0.284552
  327      1.000000     -1.000000     -0.875000      0.342672      0.343235
  328      1.000000     -1.000000     -1.000000      0.284127      0.284552
  329      1.000000     -0.875000     -1.000000      0.284001      0.284552
  330     -1.000000      1.000000     -0.125000     -1.056063     -1.057239
  331     -1.000000      1.000000     -0.250000     -0.875770     -0.876482
  332     -1.000000      0.875000     -0.250000     -0.875525     -0.876482
  333     -1.000000      0.750000     -0.250000     -0.875805     -0.876482
  334     -1.000000      0.750000     -0.125000     -1.056134     -1.057239
  335     -1.000000      0.625000     -0.250000     -0.875803     -0.876482
  336     -1.000000      0.500000     -0.250000     -0.875805     -0.876482
  337     -1.000000      0.500000     -0.125000     -1.056095     -1.057239
  338     -1.000000      0.375000     -0.250000     -0.875791     -0.876482
  339     -1.000000      0.250000     -0.250000     -0.875792     -0.876482
  340     -1.000000      0.250000     -0.125000     -1.056069     -1.057239
  341     -1.000000      0.125000     -0.250000     -0.875782     -0.876482
  342     -1.000000      0.000000     -0.250000     -0.875787     -0.876482
  343     -1.000000      0.000000     -0.125000     -1.056061     -1.057239
  344     -1.000000     -0.125000     -0.250000     -0.875782     -0.876482
  345     -1.000000     -0.250000     -0.250000     -0.875792     -0.876482
  346     -1.000000     -0.250000     -0.125000     -1.056069     -1.057239
  347     -1.000000     -0.375000     -0.250000     -0.875791     -0.876482
  348     -1.000000     -0.500000     -0.250000     -0.875805     -0.876482
  349     -1.000000     -0.500000     -0.125000     -1.056095     -1.057239
  350     -1.000000     -0.625000     -0.250000     -0.875803     -0.876482
  351     -1.000000     -0.750000     -0.250000     -0.875805     -0.876482
  352     -1.000000     -0.750000     -0.125000     -1.056134     -1.057239
  353     -1.000000     -0.875000     -0.250000     -0.875525     -0.876482
  354     -1.000000     -1.000000     -0.250000     -0.875770     -0.876482
  355     -1.000000     -1.000000     -0.125000     -1.056063     -1.057239
  356     -1.000000      1.000000     -0.375000     -0.725999     -0.726629
  357     -1.000000      1.000000     -0.500000     -0.601833     -0.602396
  358     -1.000000      0.875000     -0.500000     -0.601660     -0.602396
  359     -1.000000      0.750000     -0.500000     -0.601841     -0.602396
  360     -1.000000      0.750000     -0.375000     -0.726014     -0.726629
  361     -1.000000      0.625000     -0.500000     -0.601851     -0.602396
  362     -1.000000      0.500000     -0.500000     -0.601858     -0.602396
  363     -1.000000      0.500000     -0.375000     -0.726029     -0.726629
  364     -1.000000      0.375000     -0.500000     -0.601860     -0.602396
  365     -1.000000      0.250000     -0.500000     -0.601862     -0.602396
  366     -1.000000      0.250000     -0.375000     -0.726027     -0.726629
  367     -1.000000      0.125000     -0.500000     -0.601861     -0.602396
  368     -1.000000      0.000000     -0.500000     -0.601862     -0.602396
  369     -1.000000      0.000000     -0.375000     -0.726024     -0.726629
  370     -1.000000     -0.125000     -0.500000     -0.601861     -0.602396
  371     -1.000000     -0.250000     -0.500000     -0.601862     -0.602396
  372     -1.000000     -0.250000     -0.375000     -0.726027     -0.726629
  373     -1.000000     -0.375000     -0.500000     -0.601860     -0.602396
  374     -1.000000     -0.500000     -0.500000     -0.601858     -0.602396
  375     -1.000000     -0.500000     -0.375000     -0.726029     -0.726629
  376     -1.000000     -0.625000     -0.500000     -0.601851     -0.602396
  377     -1.000000     -0.750000     -0.500000     -0.601841     -0.602396
  378     -1.000000     -0.750000     -0.375000     -0.726014     -0.726629
  379     -1.000000     -0.875000     -0.500000     -0.601660     -0.602396
  380     -1.000000     -1.000000     -0.500000     -0.601833     -0.602396
  381     -1.000000     -1.000000     -0.375000     -0.725999     -0.726629
  382     -1.000000      1.000000     -0.625000     -0.498886     -0.499404
  383     -1.000000      1.000000     -0.750000     -0.413528     -0.414021
  384     -1.000000      0.875000     -0.750000     -0.413396     -0.414021
  385     -1.000000      0.750000     -0.750000     -0.413528     -0.414021
  386     -1.000000      0.750000     -0.625000     -0.498887     -0.499404
  387     -1.000000      0.625000     -0.750000     -0.413541     -0.414021
  388     -1.000000      0.500000     -0.750000     -0.413554     -0.414021
  389     -1.000000      0.500000     -0.625000     -0.498909     -0.499404
  390     -1.000000      0.375000     -0.750000     -0.413559     -0.414021
  391     -1.000000      0.250000     -0.750000     -0.413564     -0.414021
  392     -1.000000      0.250000     -0.625000     -0.498917     -0.499404
  393     -1.000000      0.125000     -0.750000     -0.413564     -0.414021
  394     -1.000000      0.000000     -0.750000     -0.413567     -0.414021
  395     -1.000000      0.000000     -0.625000     -0.498918     -0.499404
  396     -1.000000     -0.125000     -0.750000     -0.413564     -0.414021
  397     -1.000000     -0.250000     -0.750000     -0.413564     -0.414021
  398     -1.000000     -0.250000     -0.625000     -0.498917     -0.499404
  399     -1.000000     -0.375000     -0.750000     -0.413559     -0.414021
  400     -1.000000     -0.500000     -0.750000     -0.413554     -0.414021
  401     -1.000000     -0.500000     -0.625000     -0.498909     -0.499404
  402     -1.000000     -0.625000     -0.750000     -0.413541     -0.414021
  403     -1.000000     -0.750000     -0.750000     -0.413528     -0.414021
  404     -1.000000     -0.750000     -0.625000     -0.498887     -0.499404
  405     -1.000000     -0.875000     -0.750000     -0.413396     -0.414021
  406     -1.000000     -1.000000     -0.750000     -0.413528     -0.414021
  407     -1.000000     -1.000000     -0.625000     -0.498886     -0.499404
  408     -1.000000      1.000000     -0.875000     -0.342672     -0.343235
  409     -1.000000      1.000000     -1.000000     -0.284127     -0.284552
  410     -1.000000      0.875000     -1.000000     -0.284001     -0.284552
  411     -1.000000      0.750000     -1.000000     -0.284102     -0.284552
  412     -1.000000      0.750000     -0.875000     -0.342671     -0.343235
  413     -1.000000      0.625000     -1.000000     -0.284125     -0.284552
  414     -1.000000      0.500000     -1.000000     -0.284131     -0.284552
  415     -1.000000      0.500000     -0.875000     -0.342706     -0.343235
  416     -1.000000      0.375000     -1.000000     -0.284143     -0.284552
  417     -1.000000      0.250000     -1.000000     -0.284142     -0.284552
  418     -1.000000      0.250000     -0.875000     -0.342718     -0.343235
  419     -1.000000      0.125000     -1.000000     -0.284149     -0.284552
  420     -1.000000      0.000000     -1.000000     -0.284145     -0.284552
  421     -1.000000      0.000000     -0.875000     -0.342721     -0.343235
  422     -1.000000     -0.125000     -1.000000     -0.284149     -0.284552
  423     -1.000000     -0.250000     -1.000000     -0.284142     -0.284552
  424     -1.000000     -0.250000     -0.875000     -0.342718     -0.343235
  425     -1.000000     -0.375000     -1.000000     -0.284143     -0.284552
  426     -1.000000     -0.500000     -1.000000     -0.284131     -0.284552
  427     -1.000000     -0.500000     -0.875000     -0.342706     -0.343235
  428     -1.000000     -0.625000     -1.000000     -0.284125     -0.284552
  429     -1.000000     -0.750000     -1.000000     -0.284102     -0.284552
  430     -1.000000     -0.750000     -0.875000     -0.342671     -0.343235
  431     -1.000000     -0.875000     -1.000000     -0.284001     -0.284552
  432     -1.000000     -1.000000     -1.000000     -0.284127     -0.284552
  433     -1.000000     -1.000000     -0.875000     -0.342672     -0.343235
  434      0.750000      1.000000     -0.125000      0.955310      0.956308
  435      0.750000      1.000000     -0.250000      0.792175      0.792807
  436      0.875000      1.000000     -0.250000      0.848577      0.849534
  437      0.500000      1.000000     -0.125000      0.721664      0.722465
  438      0.500000      1.000000     -0.250000      0.598461      0.598944
  439      0.625000      1.000000     -0.250000      0.707724      0.708289
  440      0.250000      1.000000     -0.125000      0.387755      0.388210
  441      0.250000      1.000000     -0.250000      0.321567      0.321837
  442      0.375000      1.000000     -0.250000      0.468215      0.468604
  443      0.000000      1.000000     -0.125000     -0.000000      0.000000
  444      0.000000      1.000000     -0.250000     -0.000000      0.000000
  445      0.125000      1.000000     -0.250000      0.163649      0.163789
  446     -0.250000      1.000000     -0.125000     -0.387755     -0.388210
  447     -0.250000      1.000000     -0.250000     -0.321567     -0.321837
  448     -0.125000      1.000000     -0.250000     -0.163649     -0.163789
  449     -0.500000      1.000000     -0.125000     -0.721664     -0.722465
  450     -0.500000      1.000000     -0.250000     -0.598461     -0.598944
  451     -0.375000      1.000000     -0.250000     -0.468215     -0.468604
  452     -0.750000      1.000000     -0.125000     -0.955310     -0.956308
  453     -0.750000      1.000000     -0.250000     -0.792175     -0.792807
  454     -0.625000      1.000000     -0.250000     -0.707724     -0.708289
  455     -0.875000      1.000000     -0.250000     -0.848577     -0.849534
  456      0.750000      1.000000     -0.375000      0.656680      0.657260
  457      0.750000      1.000000     -0.500000      0.544361      0.544888
  458      0.875000      1.000000     -0.500000      0.583136      0.583875
  459      0.500000      1.000000     -0.375000      0.496114      0.496542
  460      0.500000      1.000000     -0.500000      0.411261      0.411648
  461      0.625000      1.000000     -0.500000      0.486338      0.486800
  462      0.250000      1.000000     -0.375000      0.266579      0.266812
  463      0.250000      1.000000     -0.500000      0.220988      0.221195
  464      0.375000      1.000000     -0.500000      0.321765      0.322066
  465      0.000000      1.000000     -0.375000     -0.000000      0.000000
  466      0.000000      1.000000     -0.500000     -0.000000      0.000000
  467      0.125000      1.000000     -0.500000      0.112465      0.112571
  468     -0.250000      1.000000     -0.375000     -0.266579     -0.266812
  469     -0.250000      1.000000     -0.500000     -0.220988     -0.221195
  470     -0.125000      1.000000     -0.500000     -0.112465     -0.112571
  471     -0.500000      1.000000     -0.375000     -0.496114     -0.496542
  472     -0.500000      1.000000     -0.500000     -0.411261     -0.411648
  473     -0.375000      1.000000     -0.500000     -0.321765     -0.322066
  474     -0.750000      1.000000     -0.375000     -0.656680     -0.657260
  475     -0.750000      1.000000     -0.500000     -0.544361     -0.544888
  476     -0.625000      1.000000     -0.500000     -0.486338     -0.486800
  477     -0.875000      1.000000     -0.500000     -0.583136     -0.583875
  478      0.750000      1.000000     -0.625000      0.451237      0.451728
  479      0.750000      1.000000     -0.750000      0.374028      0.374495
  480      0.875000      1.000000     -0.750000      0.400666      0.401291
  481      0.500000      1.000000     -0.625000      0.340911      0.341268
  482      0.500000      1.000000     -0.750000      0.282584      0.282921
  483      0.625000      1.000000     -0.750000      0.334165      0.334572
  484      0.250000      1.000000     -0.625000      0.183188      0.183377
  485      0.250000      1.000000     -0.750000      0.151847      0.152025
  486      0.375000      1.000000     -0.750000      0.221091      0.221353
  487      0.000000      1.000000     -0.625000     -0.000000      0.000000
  488      0.000000      1.000000     -0.750000     -0.000000      0.000000
  489      0.125000      1.000000     -0.750000      0.077278      0.077369
  490     -0.250000      1.000000     -0.625000     -0.183188     -0.183377
  491     -0.250000      1.000000     -0.750000     -0.151847     -0.152025
  492     -0.125000      1.000000     -0.750000     -0.077278     -0.077369
  493     -0.500000      1.000000     -0.625000     -0.340911     -0.341268
  494     -0.500000      1.000000     -0.750000     -0.282584     -0.282921
  495     -0.375000      1.000000     -0.750000     -0.221091     -0.221353
  496     -0.750000      1.000000     -0.625000     -0.451237     -0.451728
  497     -0.750000      1.000000     -0.750000     -0.374028     -0.374495
  498     -0.625000      1.000000     -0.750000     -0.334165     -0.334572
  499     -0.875000      1.000000     -0.750000     -0.400666     -0.401291
  500      0.750000      1.000000     -0.875000      0.309938      0.310468
  501      0.750000      1.000000     -1.000000      0.256957      0.257387
  502      0.875000      1.000000     -1.000000      0.275248      0.275803
  503      0.500000      1.000000     -0.875000      0.234171      0.234550
  504      0.500000      1.000000     -1.000000      0.194141      0.194449
  505      0.625000      1.000000     -1.000000      0.229579      0.229948
  506      0.250000      1.000000     -0.875000      0.125834      0.126033
  507      0.250000      1.000000     -1.000000      0.104323      0.104485
  508      0.375000      1.000000     -1.000000      0.151898      0.152133
  509      0.000000      1.000000     -0.875000     -0.000000      0.000000
  510      0.000000      1.000000     -1.000000     -0.000000      0.000000
  511      0.125000      1.000000     -1.000000      0.053093      0.053175
  512     -0.250000      1.000000     -0.875000     -0.125834     -0.126033
  513     -0.250000      1.000000     -1.000000     -0.104323     -0.104485
  514     -0.125000      1.000000     -1.000000     -0.053093     -0.053175
  515     -0.500000      1.000000     -0.875000     -0.234171     -0.234550
  516     -0.500000      1.000000     -1.000000     -0.194141     -0.194449
  517     -0.375000      1.000000     -1.000000     -0.151898     -0.152133
  518     -0.750000      1.000000     -0.875000     -0.309938     -0.310468
  519     -0.750000      1.000000     -1.000000     -0.256957     -0.257387
  520     -0.625000      1.000000     -1.000000     -0.229579     -0.229948
  521     -0.875000      1.000000     -1.000000     -0.275248     -0.275803
  522      0.750000     -1.000000     -0.125000      0.955310      0.956308
  523      0.750000     -1.000000     -0.250000      0.792175      0.792807
  524      0.875000     -1.000000     -0.250000      0.848577      0.849534
  525      0.500000     -1.000000     -0.125000      0.721664      0.722465
  526      0.500000     -1.000000     -0.250000      0.598461      0.598944
  527      0.625000     -1.000000     -0.250000      0.707724      0.708289
  528      0.250000     -1.000000     -0.125000      0.387755      0.388210
  529      0.250000     -1.000000     -0.250000      0.321567      0.321837
  530      0.375000     -1.000000     -0.250000      0.468215      0.468604
  531      0.000000     -1.000000     -0.125000     -0.000000      0.000000
  532      0.000000     -1.000000     -0.250000     -0.000000      0.000000
  533      0.125000     -1.000000     -0.250000      0.163649      0.163789
  534     -0.250000     -1.000000     -0.125000     -0.387755     -0.388210
  535     -0.250000     -1.000000     -0.250000     -0.321567     -0.321837
  536     -0.125000     -1.000000     -0.250000     -0.163649     -0.163789
  537     -0.500000     -1.000000     -0.125000     -0.721664     -0.722465
  538     -0.500000     -1.000000     -0.250000     -0.598461     -0.598944
  539     -0.375000     -1.000000     -0.250000     -0.468215     -0.468604
  540     -0.750000     -1.000000     -0.125000     -0.955310     -0.956308
  541     -0.750000     -1.000000     -0.250000     -0.792175     -0.792807
  542     -0.625000     -1.000000     -0.250000     -0.707724     -0.708289
  543     -0.875000     -1.000000     -0.250000     -0.848577     -0.849534
  544      0.750000     -1.000000     -0.375000      0.656680      0.657260
  545      0.750000     -1.000000     -0.500000      0.544361      0.544888
  546      0.875000     -1.000000     -0.500000      0.583136      0.583875
  547      0.500000     -1.000000     -0.375000      0.496114      0.496542
  548      0.500000     -1.000000     -0.500000      0.411261      0.411648
  549      0.625000     -1.000000     -0.500000      0.486338      0.486800
  550      0.250000     -1.000000     -0.375000      0.266579      0.266812
  551      0.250000     -1.000000     -0.500000      0.220988      0.221195
  552      0.375000     -1.000000     -0.500000      0.321765      0.322066
  553      0.000000     -1.000000     -0.375000     -0.000000      0.000000
  554      0.000000     -1.000000     -0.500000     -0.000000      0.000000
  555      0.125000     -1.000000     -0.500000      0.112465      0.112571
  556     -0.250000     -1.000000     -0.375000     -0.266579     -0.266812
  557     -0.250000     -1.000000     -0.500000     -0.220988     -0.221195
  558     -0.125000     -1.000000     -0.500000     -0.112465     -0.112571
  559     -0.500000     -1.000000     -0.375000     -0.496114     -0.496542
  560     -0.500000     -1.000000     -0.500000     -0.411261     -0.411648
  561     -0.375000     -1.000000     -0.500000     -0.321765     -0.322066
  562     -0.750000     -1.000000     -0.375000     -0.656680     -0.657260
  563     -0.750000     -1.000000     -0.500000     -0.544361     -0.544888
  564     -0.625000     -1.000000     -0.500000     -0.486338     -0.486800
  565     -0.875000     -1.000000     -0.500000     -0.583136     -0.583875
  566      0.750000     -1.000000     -0.625000      0.451237      0.451728
  567      0.750000     -1.000000     -0.750000      0.374028      0.374495
  568      0.875000     -1.000000     -0.750000      0.400666      0.401291
  569      0.500000     -1.000000     -0.625000      0.340911      0.341268
  570      0.500000     -1.000000     -0.750000      0.282584      0.282921
  571      0.625000     -1.000000     -0.750000      0.334165      0.334572
  572      0.250000     -1.000000     -0.625000      0.183188      0.183377
  573      0.250000     -1.000000     -0.750000      0.151847      0.152025
  574      0.375000     -1.000000     -0.750000      0.221091      0.221353
  575      0.000000     -1.000000     -0.625000     -0.000000      0.000000
  576      0.000000     -1.000000     -0.750000     -0.000000      0.000000
  577      0.125000     -1.000000     -0.750000      0.077278      0.077369
  578     -0.250000     -1.000000     -0.625000     -0.183188     -0.183377
  579     -0.250000     -1.000000     -0.750000     -0.151847     -0.152025
  580     -0.125000     -1.000000     -0.750000     -0.077278     -0.077369
  581     -0.500000     -1.000000     -0.625000     -0.340911     -0.341268
  582     -0.500000     -1.000000     -0.750000     -0.282584     -0.282921
  583     -0.375000     -1.000000     -0.750000     -0.221091     -0.221353
  584     -0.750000     -1.000000     -0.625000     -0.451237     -0.451728
  585     -0.750000     -1.000000     -0.750000     -0.374028     -0.374495
  586     -0.625000     -1.000000     -0.750000     -0.334165     -0.334572
  587     -0.875000     -1.000000     -0.750000     -0.400666     -0.401291
  588      0.750000     -1.000000     -0.875000      0.309938      0.310468
  589      0.750000     -1.000000     -1.000000      0.256957      0.257387
  590      0.875000     -1.000000     -1.000000      0.275248      0.275803
  591      0.500000     -1.000000     -0.875000      0.234171      0.234550
  592      0.500000     -1.000000     -1.000000      0.194141      0.194449
  593      0.625000     -1.000000     -1.000000      0.229579      0.229948
  594      0.250000     -1.000000     -0.875000      0.125834      0.126033
  595      0.250000     -1.000000     -1.000000      0.104323      0.104485
  596      0.375000     -1.000000     -1.000000      0.151898      0.152133
  597      0.000000     -1.000000     -0.875000     -0.000000      0.000000
  598      0.000000     -1.000000     -1.000000     -0.000000      0.000000
  599      0.125000     -1.000000     -1.000000      0.053093      0.053175
  600     -0.250000     -1.000000     -0.875000     -0.125834     -0.126033
  601     -0.250000     -1.000000     -1.000000     -0.104323     -0.104485
  602     -0.125000     -1.000000     -1.000000     -0.053093     -0.053175
  603     -0.500000     -1.000000     -0.875000     -0.234171     -0.234550
  604     -0.500000     -1.000000     -1.000000     -0.194141     -0.194449
  605     -0.375000     -1.000000     -1.000000     -0.151898     -0.152133
  606     -0.750000     -1.000000     -0.875000     -0.309938     -0.310468
  607     -0.750000     -1.000000     -1.000000     -0.256957     -0.257387
  608     -0.625000     -1.000000     -1.000000     -0.229579     -0.229948
  609     -0.875000     -1.000000     -1.000000     -0.275248     -0.275803
  610      0.875000      0.750000     -1.000000      0.275246      0.275803
  611      0.750000      0.750000     -1.000000      0.256953      0.257387
  612      0.750000      0.875000     -1.000000      0.256865      0.257387
  613      0.625000      0.750000     -1.000000      0.229574      0.229948
  614      0.500000      0.750000     -1.000000      0.194137      0.194449
  615      0.500000      0.875000     -1.000000      0.194078      0.194449
  616      0.375000      0.750000     -1.000000      0.151895      0.152133
  617      0.250000      0.750000     -1.000000      0.104322      0.104485
  618      0.250000      0.875000     -1.000000      0.104290      0.104485
  619      0.125000      0.750000     -1.000000      0.053092      0.053175
  620      0.000000      0.750000     -1.000000     -0.000000      0.000000
  621      0.000000      0.875000     -1.000000     -0.000000      0.000000
  622     -0.125000      0.750000     -1.000000     -0.053092     -0.053175
  623     -0.250000      0.750000     -1.000000     -0.104322     -0.104485
  624     -0.250000      0.875000     -1.000000     -0.104290     -0.104485
  625     -0.375000      0.750000     -1.000000     -0.151895     -0.152133
  626     -0.500000      0.750000     -1.000000     -0.194137     -0.194449
  627     -0.500000      0.875000     -1.000000     -0.194078     -0.194449
  628     -0.625000      0.750000     -1.000000     -0.229574     -0.229948
  629     -0.750000      0.750000     -1.000000     -0.256953     -0.257387
  630     -0.750000      0.875000     -1.000000     -0.256865     -0.257387
  631     -0.875000      0.750000     -1.000000     -0.275246     -0.275803
  632      0.875000      0.500000     -1.000000      0.275282      0.275803
  633      0.750000      0.500000     -1.000000      0.256979      0.257387
  634      0.750000      0.625000     -1.000000      0.256972      0.257387
  635      0.625000      0.500000     -1.000000      0.229593      0.229948
  636      0.500000      0.500000     -1.000000      0.194150      0.194449
  637      0.500000      0.625000     -1.000000      0.194148      0.194449
  638      0.375000      0.500000     -1.000000      0.151904      0.152133
  639      0.250000      0.500000     -1.000000      0.104327      0.104485
  640      0.250000      0.625000     -1.000000      0.104327      0.104485
  641      0.125000      0.500000     -1.000000      0.053095      0.053175
  642      0.000000      0.500000     -1.000000     -0.000000      0.000000
  643      0.000000      0.625000     -1.000000     -0.000000      0.000000
  644     -0.125000      0.500000     -1.000000     -0.053095     -0.053175
  645     -0.250000      0.500000     -1.000000     -0.104327     -0.104485
  646     -0.250000      0.625000     -1.000000     -0.104327     -0.104485
  647     -0.375000      0.500000     -1.000000     -0.151904     -0.152133
  648     -0.500000      0.500000     -1.000000     -0.194150     -0.194449
  649     -0.500000      0.625000     -1.000000     -0.194148     -0.194449
  650     -0.625000      0.500000     -1.000000     -0.229593     -0.229948
  651     -0.750000      0.500000     -1.000000     -0.256979     -0.257387
  652     -0.750000      0.625000     -1.000000     -0.256972     -0.257387
  653     -0.875000      0.500000     -1.000000     -0.275282     -0.275803
  654      0.875000      0.250000     -1.000000      0.275295      0.275803
  655      0.750000      0.250000     -1.000000      0.256990      0.257387
  656      0.750000      0.375000     -1.000000      0.256989      0.257387
  657      0.625000      0.250000     -1.000000      0.229602      0.229948
  658      0.500000      0.250000     -1.000000      0.194156      0.194449
  659      0.500000      0.375000     -1.000000      0.194157      0.194449
  660      0.375000      0.250000     -1.000000      0.151908      0.152133
  661      0.250000      0.250000     -1.000000      0.104330      0.104485
  662      0.250000      0.375000     -1.000000      0.104331      0.104485
  663      0.125000      0.250000     -1.000000      0.053097      0.053175
  664      0.000000      0.250000     -1.000000     -0.000000      0.000000
  665      0.000000      0.375000     -1.000000     -0.000000      0.000000
  666     -0.125000      0.250000     -1.000000     -0.053097     -0.053175
  667     -0.250000      0.250000     -1.000000     -0.104330     -0.104485
  668     -0.250000      0.375000     -1.000000     -0.104331     -0.104485
  669     -0.375000      0.250000     -1.000000     -0.151908     -0.152133
  670     -0.500000      0.250000     -1.000000     -0.194156     -0.194449
  671     -0.500000      0.375000     -1.000000     -0.194157     -0.194449
  672     -0.625000      0.250000     -1.000000     -0.229602     -0.229948
  673     -0.750000      0.250000     -1.000000     -0.256990     -0.257387
  674     -0.750000      0.375000     -1.000000     -0.256989     -0.257387
  675     -0.875000      0.250000     -1.000000     -0.275295     -0.275803
  676      0.875000      0.000000     -1.000000      0.275298      0.275803
  677      0.750000      0.000000     -1.000000      0.256993      0.257387
  678      0.750000      0.125000     -1.000000      0.256996      0.257387
  679      0.625000      0.000000     -1.000000      0.229604      0.229948
  680      0.500000      0.000000     -1.000000      0.194158      0.194449
  681      0.500000      0.125000     -1.000000      0.194161      0.194449
  682      0.375000      0.000000     -1.000000      0.151910      0.152133
  683      0.250000      0.000000     -1.000000      0.104331      0.104485
  684      0.250000      0.125000     -1.000000      0.104333      0.104485
  685      0.125000      0.000000     -1.000000      0.053097      0.053175
  686      0.000000      0.000000     -1.000000     -0.000000      0.000000
  687      0.000000      0.125000     -1.000000     -0.000000      0.000000
  688     -0.125000      0.000000     -1.000000     -0.053097     -0.053175
  689     -0.250000      0.000000     -1.000000     -0.104331     -0.104485
  690     -0.250000      0.125000     -1.000000     -0.104333     -0.104485
  691     -0.375000      0.000000     -1.000000     -0.151910     -0.152133
  692     -0.500000      0.000000     -1.000000     -0.194158     -0.194449
  693     -0.500000      0.125000     -1.000000     -0.194161     -0.194449
  694     -0.625000      0.000000     -1.000000     -0.229604     -0.229948
  695     -0.750000      0.000000     -1.000000     -0.256993     -0.257387
  696     -0.750000      0.125000     -1.000000     -0.256996     -0.257387
  697     -0.875000      0.000000     -1.000000     -0.275298     -0.275803
  698      0.875000     -0.250000     -1.000000      0.275295      0.275803
  699      0.750000     -0.250000     -1.000000      0.256990      0.257387
  700      0.750000     -0.125000     -1.000000      0.256996      0.257387
  701      0.625000     -0.250000     -1.000000      0.229602      0.229948
  702      0.500000     -0.250000     -1.000000      0.194156      0.194449
  703      0.500000     -0.125000     -1.000000      0.194161      0.194449
  704      0.375000     -0.250000     -1.000000      0.151908      0.152133
  705      0.250000     -0.250000     -1.000000      0.104330      0.104485
  706      0.250000     -0.125000     -1.000000      0.104333      0.104485
  707      0.125000     -0.250000     -1.000000      0.053097      0.053175
  708      0.000000     -0.250000     -1.000000     -0.000000      0.000000
